sentiment,content
worry,"SEXYJENN_18 i emailed you the link, pretty sad uh?  RIP Jessie Kitty"
love,"Very happy that pricy landed safely, I miss her already  http://myloc.me/205R"
neutral,Filling out paperwork.
sadness,"Agent_M that just gave me that sick-to-my-stomach feeling  ppl like that don't belong in regular society, ever!"
worry,I need to get away. I wish I had money to go travel for a bit. I miss my east coast friends.
fun,The first officially beautiful day of the year and I'm stuck inside the office    A Magners and BBQ will make up for it!
sadness,uploading PCD onto my iTunes xD i used to have it but certian events caused me to lt sadly
surprise,talulala really? and yeah it's too soon
worry,"GenuineAmy Dude, I miss the 90's.   btw, the name of my mix is &quot;Damn the man! Save the 90's!&quot; hahaha"
sadness,"the dog dug a hole in the backyard well iwas sleeping, now im grounded"
empty,"Urgh.... feeling like crap today. Bad headache, tired, blood sugars too high."
enthusiasm,"wishing i was there, so you should go in my place. #brandwkshop http://tr.im/mOXL i see they've got scott bedbury and more.. poor me"
sadness,my followers went from 22 to 20  i'd follow you back but i cant do anything till i get interwebnet! I want more followers. Im interesting!
hate,"I work for a man that is so bad at his job that the whole team want to leave, and all believe we would make more money if he wasn't here"
worry,just got rear ended
worry,ArcticMonkeysUK  i thought it was earlier
neutral,danielfelice look like i can only quick post from the dashboard that is all
neutral,AshDaPrincess chill its da rihanna bob. If it was 16 in I'd have no problem!!! Lol. R u at school all summer
worry,Why doesn't Rob tweet anymore?
relief,Glad it's Friday... but bummed that I am officially working Saturdays.
sadness,Another Qi about to start....I'll be missing the next 4
sadness,Bout to get ready for work ugh i hate workin on fridays
sadness,Jenn jenn jenn oh why oh why won't u pass on ur iTunes knowledge onto me?
neutral,karliehustle i can almost imagine what the call taker must've felt like taking that call...especially if they have young ones at home.
enthusiasm,maryegilmore Ready! Its raining in Miami though  Go Cavs right?
neutral,nick_carter can't see it it says &quot
sadness,"At Spring Awakening...cannot wait for it to start. Last time I'm here ever! Boo, sad times"
worry,So bored  waiting for class to start. Sigh midterms next week &gt
worry,jen! we havent talked in like 3 days!
neutral,"SHARKSHOCKY Hi, California is cool! Here in Budapest/Hungary it's too cold and cloudy today  but usually it's hot in the summer)"
worry,Has that feeling like when you want to cry but you dont so you get that empty feeling in your stomach and your throat starts to hurt.
hate,Geometry is so Damn boring.  waste of time.. 20 more minutes left
sadness,citygirllife I'm so ready for the weekend. Did you see all the flash flood warnings for around here?
sadness,Friday is not treating me well so far.
sadness,in accounting class 
worry,daddy is in the hospital  i dont like it!
relief,gabbychiquito aww  ok well just let me know what she says hah &lt
neutral,this thing was more fun with my itouch
sadness,Sorting out Twitter issues....very frustrated that you can't talk to someone and they respond slowly to issues - capacity the challenges
worry,tylercrex my power went out as well.. Except I'm in nor cal
neutral,Huneychild ....back to a frizz head again
worry,"sfwa The article on language groups in spaceports looks really cool, but i can't open the site from that link."
sadness,Oh my god...my favorite havaianas just broke after three years or service  they will be missed. and they were molded perfectly to my feet
neutral,gaahhhh! i want my #comet09 stream back...
sadness,fell on the sidewalk in harvard square.  stupid cobblestones!  now my hand hurts
worry,Lucy has an upset tummy and sore leg  http://apps.facebook.com/dogbook/profile/view/182397
sadness,"As Simon/Idol might say, 21life sentences not good enough for Chester Stiles. How can one rape a 2 year old child?!  How the F?  Why?"
neutral,Internet stopped working right in the middle me quantum leap.  grr
worry,Mummy and Nathan not in today! On My Todd!
neutral,rinaswag I think she'll probably have the baby before I get there unfortunately
worry,i miss &quot
worry,chirocindy Don't tease me! I'm in desperate need of an adjustment.
neutral,"brieasaurus haha yeah, oh well im just going to go and be emo now"
happiness,It's too perfect outside to be at work
love,HeatXCL I wanna get an FF tweet too
sadness,dawl83 how you get a day off and you still aint hit me.. Where is the lOVE?
worry,Misses the good old days!
sadness,Just dusted &amp
boredom,bored out of my mind
sadness,Man work is so busy today  2people called in sick and the old perverts keep rolling in  sadness abounds...
neutral,ladyvee SO DO I!!   My jet is in the repair shop...lol
sadness,kattekrab No tango icons in this revision.
worry,Fell off the wagon and had a Maccy's!!
relief,chaosofthemind aww  get it when your mom comes back 8D
sadness,last day at the Ko Olina.  off to north shoreee(:
neutral,westerfield I picked up a taco over lunch... you got a guitar.
sadness,lauriedriscoll did you finish twilight? i did! and i wish it wasnt over
relief,"KazooCarrieFan I know! I can't go either...it's sad  She needs to come back to MI asap, haha"
sadness,follow friday: following more people then followers  follow me? woot #followfriday
relief,vexdigital  I still love the fact that you can't scratch them!!! That is a winner for me!!!
neutral,Oooh the hangover
neutral,Buried under more web changes. Going to make lunch now... I won't have a chance later. Too much to do.
worry,Dang  I left my Rolando's dinner leftovers at home! I knew I should have put them in the shop fridge last night before we left downtown!
worry,promotingyou  no FF tweet for me?
worry,is alone  ! watch a lot of DVD on my laptop !!!
sadness,Long day at office again. Tiring week
worry,Lbaje i got talent too  u nvr hear me sing or dance them does call me Mini Breezy
fun,"megpriley I am sorry I never got back to you about going to Vegas this weekend, when you asked me forever ago.  Have fun and good luck!!!"
worry,bhufford: I've got a fairly flat route available... the problem is I no longer have a fully functional bike to ride
sadness,"damn, I paid like $16 my first Slightly Stoopid show and now they charge $47 a pop   makes me sad..."
sadness,mrkris really?  dang.. I missed it   *sigh*
neutral,At work as always
relief,jus gt bak nw on msn stil not got a tan  o wel x
surprise,Fluffy617 a steak burrito bowl right! I wish I wasn't too lazy to go downtown
worry,"Still no reply from lorenb about my SimFinger problem  So no iRape parody video until I get a response, sorry guys"
neutral,"got three grades so far: Math11 -&gt; B , Acct1B -&gt; A, Bio19 -&gt; A. Good times to be had. Sad about the math grade though."
sadness,needs somewhere to go...its still lush out + i want to be back out in it
worry,"Thus far, Metaverse U has used the Second Life = Virtual Worlds, rather than the gamier Terra Nova usage. I'm in the TN camp  #metaverseu"
boredom,vmlemon i dont like #kde since ver. 4.0 its like vista  #fail
worry,"lost_in_a_story Glad I'm not the only one. He's our baby, and I'm terrified he'll think we're never coming back."
empty,qcmartinez That sucks  nobody wants to stay in and lounge? Or do something for free-99?
happiness,OMG !! hollyoaks well dramatic  !!!!!!!!!!!!
sadness,going to miss springwatch tonight  going to have to make do with my own garden!
neutral,dmann11 All those links on AICN are broken. Did they get slapped?
hate,"1 of my most hated jobs. Clipping coupons &amp; going thru house, top 2 bottom &amp; making grocery list. Took forever &amp; now major shopping trip"
neutral,"Mayne, its getting hot out here in georgia.."
sadness,eraticschematic I'm pretty bored with it too
worry,My tummy hurts
sadness,has just received a phone call for new patients...i guess that means work for tomorrow!
enthusiasm,Trying to win a neverwear contest for a a print of The Day the Saucers Came signed by neilhimself... My brain is tapped out of ideas
sadness,Tried to do an Audioboo recording but it' distorted due to the high volume  #OBS
empty,tommcfly  and you only respond to ddlovato that is not your fan
worry,thinking 53 more days is the only thing that gets me through work. ahhh i dont want to go
neutral,would really like to not be at work and instead taking a nap.
neutral,misschellebeans i work til 10:15...
neutral,AnnRan5 thats too bad
worry,davechinnici still not 100%    im sick of being sick!
relief,MrQuocHung Chang thay anh online gi ca
worry,Already know I'm gonna miss josh next week.. My mom needs more surgery.. Work sucks.. Not a good day. Oh and my tum tum hurts
relief,chicodebarge I guess you're responding to me about DC. If that's the case...
sadness,wyatthaplo I can haz beer too? Oh wait... I'm a work...
neutral,Miss Cauzinhoooo already
hate,I hate this weather  i wanna bake
worry,i seriously need to live somewhere fabulously queer. i miss being around gay people
sadness,shaaqT primaveron to mast ladki patata hai chal jiske sath bhi jaye khush rehna...will miss u my love...  #twpp
neutral,tummy hurts
sadness,is updating an old ipod...sad...i miss my orange nano
worry,i went to the doctor. i hav a virus.
worry,Just got off phone with Black Swamp Bird Observatory - No reports of Connecticut Warbler from Metzger or Magee today...
sadness,lululemon thanks.  Sadly the streamline top II is sold out. Streamline trunk II is available in my size but that only gets me halfway.
neutral,dleroux I still have my lights still up   you think he can do mine too?
neutral,freckleface3 I am trying but I can't place it....sorry!!!
happiness,youulovemee she is good! so gor-juz yea i kno i asked her yesterday when we were at tha hospital if she talked to u and she said no
sadness,lost my DC hat ..
worry,Just got an IM from another co-worker who just got laid off. Lots of people becoming unemployed
neutral,"lazy day, staying off the foot as much as possible."
worry,TrueVisionDubbz OMG! that wasn't funny.. LOOK at his face in the pic.. OMG! that made me sad! BAD JOB MIKE!! wtf?? .. poor K O B E
